WARENAUSGANG_NR;WARENAUSGANG_DATUM;RECHNUNGSNUMMER;DEBITOR;DEBITORNAME;BETRAG_EUR;LAGERORT
WA300815;29.05.2025;AR500815;100029;PRISMA WERKSTOFFE SE;20320,00;Werk Musterhausen
WA300816;30.05.2025;AR500816;100078;FALKE SYSTEME GMBH;46435,00;Werk Musterhausen
WA300817;28.05.2025;AR500817;100015;OST WERKSTOFFE AG;4863,00;Werk Musterhausen
WA300818;11.05.2025;AR500818;100111;PACTUM RECYCLING E.K.;13759,00;Werk Musterhausen
WA300819;06.05.2025;AR500819;100007;RATIO LOGISTIK GMBH;35860,00;Werk Musterhausen
WA300820;14.05.2025;AR500820;100017;HELIOS ETIKETTEN KG;46410,00;Werk Musterhausen
WA300821;05.05.2025;AR500821;100080;RATIO SYSTEME GMBH;3860,00;Werk Musterhausen
WA300822;10.05.2025;AR500822;100123;SÜD CHEMIE GMBH & CO. KG;3463,00;Werk Musterhausen
WA300823;16.05.2025;AR500823;100006;SÜD DRUCK GMBH;1341,00;Werk Musterhausen
WA300824;25.05.2025;AR500824;100068;VEGA ETIKETTEN KG;24652,00;Werk Musterhausen
WA300825;16.05.2025;AR500825;100121;FALKE WERKSTOFFE GMBH;27400,00;Werk Musterhausen
WA300826;22.05.2025;AR500826;100116;KRANICH MASCHINEN KG;23624,00;Werk Musterhausen
WA300827;09.05.2025;AR500827;100101;WEST KARTON GMBH;12066,00;Werk Musterhausen
WA300828;21.05.2025;AR500828;100066;SOLUM PAPIER GMBH;47137,00;Werk Musterhausen
WA300829;14.05.2025;AR500829;100116;KRANICH MASCHINEN KG;33448,00;Werk Musterhausen
WA300830;16.05.2025;AR500830;100011;BOREAS BESCHICHTUNG E.K.;9903,00;Werk Musterhausen
WA300831;18.05.2025;AR500831;100144;WEST CHEMIE SE;35824,00;Werk Musterhausen
WA300832;31.05.2025;AR500832;100154;CIVES WERKSTOFFE E.K.;11999,00;Werk Musterhausen
WA300833;26.05.2025;AR500833;100012;ATLAS FORMTEILE SE;47721,00;Werk Musterhausen
WA300834;10.05.2025;AR500834;100145;ATLAS RECYCLING SE;53852,00;Werk Musterhausen
WA300835;19.05.2025;AR500835;100090;WEST WERKSTOFFE GMBH;18261,00;Werk Musterhausen
WA300836;29.05.2025;AR500836;100116;KRANICH MASCHINEN KG;14310,00;Werk Musterhausen
WA300837;20.05.2025;AR500837;100159;MERKUR DRUCK AG;2447,00;Werk Musterhausen
WA300838;02.05.2025;AR500838;100057;CORVUS FORMTEILE GMBH;40041,00;Werk Musterhausen
WA300839;06.05.2025;AR500839;100118;LUPUS PAPIER GMBH;813,00;Werk Musterhausen
WA300840;11.05.2025;AR500840;100016;MERKUR WERKSTOFFE SE;5617,00;Werk Musterhausen
WA300841;15.05.2025;AR500841;100081;ADLER RECYCLING GMBH;38659,00;Werk Musterhausen
WA300842;10.05.2025;AR500842;100133;ADLER FORMTEILE GMBH & CO. KG;18796,00;Werk Musterhausen
WA300843;01.05.2025;AR500843;100151;KRONOS KUNSTSTOFF KG;36232,00;Werk Musterhausen
WA300844;22.05.2025;AR500844;100027;BOREAS TRANSPORT AG;50099,00;Werk Musterhausen
WA300845;26.05.2025;AR500845;100061;TERRA KARTON E.K.;18031,00;Werk Musterhausen
WA300846;05.05.2025;AR500846;100102;CASTOR FORMTEILE GMBH;13914,00;Werk Musterhausen
WA300847;22.05.2025;AR500847;100159;MERKUR DRUCK AG;37656,00;Werk Musterhausen
WA300848;19.05.2025;AR500848;100029;PRISMA WERKSTOFFE SE;45440,00;Werk Musterhausen
WA300849;29.05.2025;AR500849;100017;HELIOS ETIKETTEN KG;10543,00;Werk Musterhausen
WA300850;08.06.2025;AR500850;100149;RATIO DISTRIBUTION GMBH;18473,00;Werk Musterhausen
WA300851;19.06.2025;AR500851;100091;RATIO RECYCLING AG;52827,00;Werk Musterhausen
WA300852;10.06.2025;AR500852;100099;VEGA CHEMIE KG;30465,00;Werk Musterhausen
WA300853;07.06.2025;AR500853;100021;HELIOS RECYCLING GMBH;41561,00;Werk Musterhausen
WA300854;24.06.2025;AR500854;100158;WEST SYSTEME AG;29709,00;Werk Musterhausen
WA300855;09.06.2025;AR500855;100064;FALKE MASCHINEN GMBH;50730,00;Werk Musterhausen
WA300856;09.06.2025;AR500856;100082;NORD PAPIER KG;33907,00;Werk Musterhausen
WA300857;19.06.2025;AR500857;100066;SOLUM PAPIER GMBH;33059,00;Werk Musterhausen
WA300858;07.06.2025;AR500858;100077;KRANICH FORMTEILE E.K.;2870,00;Werk Musterhausen
WA300859;26.06.2025;AR500859;100134;SOLUM TRANSPORT E.K.;48633,00;Werk Musterhausen
WA300860;05.06.2025;AR500860;100035;CIVES TECHNIK GMBH;38073,00;Werk Musterhausen
WA300861;28.06.2025;AR500861;100031;RATIO PAPIER KG;44343,00;Werk Musterhausen
WA300862;25.06.2025;AR500862;100140;MERKUR HANDEL E.K.;43783,00;Werk Musterhausen
WA300863;10.06.2025;AR500863;100033;WEST TECHNIK GMBH;43853,00;Werk Musterhausen
WA300864;13.06.2025;AR500864;100139;RATIO BESCHICHTUNG KG;4936,00;Werk Musterhausen
WA300865;18.06.2025;AR500865;100068;VEGA ETIKETTEN KG;49500,00;Werk Musterhausen
WA300866;26.06.2025;AR500866;100069;HELIOS WERKSTOFFE GMBH;22852,00;Werk Musterhausen
WA300867;10.06.2025;AR500867;100072;IRIS LOGISTIK E.K.;39420,00;Werk Musterhausen
WA300868;11.06.2025;AR500868;100055;ADLER DRUCK KG;21321,00;Werk Musterhausen
WA300869;30.06.2025;AR500869;100026;IRIS KUNSTSTOFF E.K.;41615,00;Werk Musterhausen
WA300870;17.06.2025;AR500870;100099;VEGA CHEMIE KG;38929,00;Werk Musterhausen
WA300871;21.06.2025;AR500871;100037;PACTUM TECHNIK GMBH;45763,00;Werk Musterhausen
WA300872;26.06.2025;AR500872;100055;ADLER DRUCK KG;40767,00;Werk Musterhausen
WA300873;22.06.2025;AR500873;100065;ATLAS ETIKETTEN E.K.;52404,00;Werk Musterhausen
WA300874;06.06.2025;AR500874;100037;PACTUM TECHNIK GMBH;52786,00;Werk Musterhausen
WA300875;09.06.2025;AR500875;100127;TERRA TECHNIK KG;52800,00;Werk Musterhausen
WA300876;29.06.2025;AR500876;100094;SATURN FORMTEILE SE;32990,00;Werk Musterhausen
WA300877;17.06.2025;AR500877;100049;OST KARTON AG;35841,00;Werk Musterhausen
WA300878;27.06.2025;AR500878;100152;NORD WERKSTOFFE GMBH;8413,00;Werk Musterhausen
WA300879;28.06.2025;AR500879;100042;ADLER HANDEL GMBH;18536,00;Werk Musterhausen
WA300880;24.06.2025;AR500880;100055;ADLER DRUCK KG;45749,00;Werk Musterhausen
WA300881;15.06.2025;AR500881;100121;FALKE WERKSTOFFE GMBH;42454,00;Werk Musterhausen
WA300882;17.06.2025;AR500882;100114;ATLAS CHEMIE GMBH;51879,00;Werk Musterhausen
WA300883;09.06.2025;AR500883;100074;WEST LOGISTIK KG;12588,00;Werk Musterhausen
WA300884;04.06.2025;AR500884;100017;HELIOS ETIKETTEN KG;42703,00;Werk Musterhausen
WA300885;15.06.2025;AR500885;100157;IRIS DISTRIBUTION GMBH;11672,00;Werk Musterhausen
WA300886;17.06.2025;AR500886;100096;ALPHA SYSTEME E.K.;46021,00;Werk Musterhausen
WA300887;03.06.2025;AR500887;100066;SOLUM PAPIER GMBH;12282,00;Werk Musterhausen
WA300888;10.06.2025;AR500888;100135;PACTUM KARTON E.K.;45578,00;Werk Musterhausen
WA300889;25.06.2025;AR500889;100066;SOLUM PAPIER GMBH;14508,00;Werk Musterhausen
WA300890;22.06.2025;AR500890;100125;AURORA HANDEL GMBH;2281,00;Werk Musterhausen
WA300891;05.06.2025;AR500891;100144;WEST CHEMIE SE;25374,00;Werk Musterhausen
WA300892;01.06.2025;AR500892;100006;SÜD DRUCK GMBH;5631,00;Werk Musterhausen
WA300893;02.06.2025;AR500893;100058;VEGA ETIKETTEN GMBH & CO. KG;22947,00;Werk Musterhausen
WA300894;02.06.2025;AR500894;100100;KRONOS TRANSPORT SE;54860,00;Werk Musterhausen
WA300895;07.06.2025;AR500895;100059;FOKUS RECYCLING GMBH & CO. KG;46139,00;Werk Musterhausen
WA300896;09.06.2025;AR500896;100046;SÜD KUNSTSTOFF KG;22421,00;Werk Musterhausen
WA300897;29.06.2025;AR500897;100117;ATLAS HANDEL E.K.;39865,00;Werk Musterhausen
WA300898;22.06.2025;AR500898;100148;AURORA INDUSTRIEBEDARF GMBH & CO. KG;16121,00;Werk Musterhausen
WA300899;03.06.2025;AR500899;100050;OST CHEMIE GMBH;51462,00;Werk Musterhausen
WA300900;11.06.2025;AR500900;100073;KRANICH MASCHINEN AG;35983,00;Werk Musterhausen
WA300901;09.06.2025;AR500901;100025;LUPUS CHEMIE AG;14385,00;Werk Musterhausen
WA300902;05.06.2025;AR500902;100086;HELIOS FOLIEN GMBH & CO. KG;1826,00;Werk Musterhausen
WA300903;04.06.2025;AR500903;100097;VEGA WERKSTOFFE KG;44993,00;Werk Musterhausen
WA300904;15.06.2025;AR500904;100016;MERKUR WERKSTOFFE SE;28801,00;Werk Musterhausen
WA300905;14.06.2025;AR500905;100024;KRANICH HANDEL GMBH;36681,00;Werk Musterhausen
WA300906;16.06.2025;AR500906;100117;ATLAS HANDEL E.K.;37892,00;Werk Musterhausen
WA300907;28.06.2025;AR500907;100061;TERRA KARTON E.K.;5607,00;Werk Musterhausen
WA300908;08.06.2025;AR500908;100132;CORVUS CHEMIE KG;49690,00;Werk Musterhausen
WA300909;06.06.2025;AR500909;100137;PRISMA DISTRIBUTION GMBH;13388,00;Werk Musterhausen
WA300910;16.06.2025;AR500910;100012;ATLAS FORMTEILE SE;1091,00;Werk Musterhausen
WA300911;24.06.2025;AR500911;100127;TERRA TECHNIK KG;3826,00;Werk Musterhausen
WA300912;01.06.2025;AR500912;100114;ATLAS CHEMIE GMBH;48687,00;Werk Musterhausen
WA300913;03.06.2025;AR500913;100065;ATLAS ETIKETTEN E.K.;49480,00;Werk Musterhausen
WA300914;10.06.2025;AR500914;100126;DELTA TECHNIK SE;50228,00;Werk Musterhausen
WA300915;28.06.2025;AR500915;100066;SOLUM PAPIER GMBH;1971,00;Werk Musterhausen
WA300916;10.06.2025;AR500916;100091;RATIO RECYCLING AG;4886,00;Werk Musterhausen
WA300917;22.06.2025;AR500917;100092;SATURN ETIKETTEN GMBH;51258,00;Werk Musterhausen
WA300918;24.06.2025;AR500918;100024;KRANICH HANDEL GMBH;40560,00;Werk Musterhausen
WA300919;01.06.2025;AR500919;100093;TERRA RECYCLING GMBH;3244,00;Werk Musterhausen
WA300920;04.06.2025;AR500920;100037;PACTUM TECHNIK GMBH;10308,00;Werk Musterhausen
WA300921;22.06.2025;AR500921;100022;WEST INDUSTRIEBEDARF GMBH;33809,00;Werk Musterhausen
WA300922;03.06.2025;AR500922;100073;KRANICH MASCHINEN AG;42950,00;Werk Musterhausen
WA300923;03.06.2025;AR500923;100093;TERRA RECYCLING GMBH;34557,00;Werk Musterhausen
WA300924;20.06.2025;AR500924;100061;TERRA KARTON E.K.;46086,00;Werk Musterhausen
WA300925;09.06.2025;AR500925;100072;IRIS LOGISTIK E.K.;26569,00;Werk Musterhausen
WA300926;05.06.2025;AR500926;100002;FOKUS DRUCK SE;35181,00;Werk Musterhausen
WA300927;10.06.2025;AR500927;100122;FOKUS SYSTEME GMBH;10405,00;Werk Musterhausen
WA300928;14.06.2025;AR500928;100034;BOREAS PAPIER GMBH;22171,00;Werk Musterhausen
WA300929;27.06.2025;AR500929;100145;ATLAS RECYCLING SE;6290,00;Werk Musterhausen
WA300930;17.06.2025;AR500930;100067;NOVA DRUCK GMBH;14283,00;Werk Musterhausen
WA300931;03.06.2025;AR500931;100144;WEST CHEMIE SE;9087,00;Werk Musterhausen
WA300932;26.06.2025;AR500932;100095;KRONOS MASCHINEN SE;19757,00;Werk Musterhausen
WA300933;16.06.2025;AR500933;100122;FOKUS SYSTEME GMBH;27237,00;Werk Musterhausen
WA300934;03.06.2025;AR500934;100144;WEST CHEMIE SE;13084,00;Werk Musterhausen
WA300935;28.06.2025;AR500935;100087;SOLUM VERPACKUNG GMBH;15490,00;Werk Musterhausen
WA300936;29.06.2025;AR500936;100094;SATURN FORMTEILE SE;8334,00;Werk Musterhausen
WA300937;04.06.2025;AR500937;100056;NORD WERKSTOFFE SE;38988,00;Werk Musterhausen
WA300938;02.06.2025;AR500938;100158;WEST SYSTEME AG;28216,00;Werk Musterhausen
WA300939;10.06.2025;AR500939;100065;ATLAS ETIKETTEN E.K.;28734,00;Werk Musterhausen
WA300940;14.06.2025;AR500940;100109;SOLUM KARTON GMBH & CO. KG;15759,00;Werk Musterhausen
WA300941;23.06.2025;AR500941;100071;VEGA PAPIER GMBH;26285,00;Werk Musterhausen
WA300942;30.06.2025;AR500942;100132;CORVUS CHEMIE KG;17422,00;Werk Musterhausen
WA300943;21.06.2025;AR500943;100062;POLLUX BESCHICHTUNG GMBH;9267,00;Werk Musterhausen
WA300944;21.06.2025;AR500944;100119;TITAN WERKSTOFFE GMBH & CO. KG;21641,00;Werk Musterhausen
WA300945;03.06.2025;AR500945;100060;ATLAS FOLIEN GMBH & CO. KG;47157,00;Werk Musterhausen
WA300946;19.06.2025;AR500946;100073;KRANICH MASCHINEN AG;33900,00;Werk Musterhausen
WA300947;29.06.2025;AR500947;100006;SÜD DRUCK GMBH;52024,00;Werk Musterhausen
WA300948;17.06.2025;AR500948;100016;MERKUR WERKSTOFFE SE;36998,00;Werk Musterhausen
WA300949;15.06.2025;AR500949;100029;PRISMA WERKSTOFFE SE;25291,00;Werk Musterhausen
WA300950;16.06.2025;AR500950;100050;OST CHEMIE GMBH;53279,00;Werk Musterhausen
WA300951;04.06.2025;AR500951;100123;SÜD CHEMIE GMBH & CO. KG;1997,00;Werk Musterhausen
WA300952;18.06.2025;AR500952;100071;VEGA PAPIER GMBH;16272,00;Werk Musterhausen
WA300953;03.06.2025;AR500953;100121;FALKE WERKSTOFFE GMBH;17992,00;Werk Musterhausen
WA300954;15.06.2025;AR500954;100014;ALPHA HANDEL GMBH;21102,00;Werk Musterhausen
WA300955;29.06.2025;AR500955;100093;TERRA RECYCLING GMBH;19368,00;Werk Musterhausen
WA300956;01.06.2025;AR500956;100055;ADLER DRUCK KG;25076,00;Werk Musterhausen
WA300957;19.06.2025;AR500957;100083;MERKUR MASCHINEN GMBH;52640,00;Werk Musterhausen
WA300958;21.06.2025;AR500958;100075;FALKE ETIKETTEN E.K.;38333,00;Werk Musterhausen
WA300959;08.06.2025;AR500959;100083;MERKUR MASCHINEN GMBH;8670,00;Werk Musterhausen
WA300960;13.06.2025;AR500960;100085;WEST LOGISTIK GMBH;20152,00;Werk Musterhausen
WA300961;01.06.2025;AR500961;100036;KRONOS PAPIER GMBH;11997,00;Werk Musterhausen
WA300962;06.06.2025;AR500962;100098;PACTUM FOLIEN AG;13040,00;Werk Musterhausen
WA300963;09.06.2025;AR500963;100023;OST PAPIER SE;49016,00;Werk Musterhausen
WA300964;29.06.2025;AR500964;100149;RATIO DISTRIBUTION GMBH;22405,00;Werk Musterhausen
WA300965;18.06.2025;AR500965;100115;BOREAS KUNSTSTOFF KG;32333,00;Werk Musterhausen
WA300966;29.06.2025;AR500966;100042;ADLER HANDEL GMBH;45241,00;Werk Musterhausen
WA300967;22.06.2025;AR500967;100150;SÜD RECYCLING GMBH;6290,00;Werk Musterhausen
WA300968;10.06.2025;AR500968;100096;ALPHA SYSTEME E.K.;32070,00;Werk Musterhausen
WA300969;29.06.2025;AR500969;100012;ATLAS FORMTEILE SE;37722,00;Werk Musterhausen
WA300970;24.06.2025;AR500970;100010;FOKUS TECHNIK GMBH;13464,00;Werk Musterhausen
WA300971;19.06.2025;AR500971;100069;HELIOS WERKSTOFFE GMBH;46264,00;Werk Musterhausen
WA300972;17.06.2025;AR500972;100038;SATURN MASCHINEN GMBH;31238,00;Werk Musterhausen
WA300973;26.06.2025;AR500973;100081;ADLER RECYCLING GMBH;15370,00;Werk Musterhausen
WA300974;12.06.2025;AR500974;100023;OST PAPIER SE;30797,00;Werk Musterhausen
WA300975;12.06.2025;AR500975;100059;FOKUS RECYCLING GMBH & CO. KG;52137,00;Werk Musterhausen
WA300976;10.06.2025;AR500976;100073;KRANICH MASCHINEN AG;3150,00;Werk Musterhausen
WA300977;07.06.2025;AR500977;100084;FOKUS LOGISTIK AG;29748,00;Werk Musterhausen
WA300978;21.06.2025;AR500978;100069;HELIOS WERKSTOFFE GMBH;52256,00;Werk Musterhausen
WA300979;07.06.2025;AR500979;100065;ATLAS ETIKETTEN E.K.;42627,00;Werk Musterhausen
WA300980;20.06.2025;AR500980;100108;ATLAS MASCHINEN AG;37142,00;Werk Musterhausen
WA300981;10.06.2025;AR500981;100072;IRIS LOGISTIK E.K.;53450,00;Werk Musterhausen
WA300982;26.06.2025;AR500982;100031;RATIO PAPIER KG;36114,00;Werk Musterhausen
WA300983;12.06.2025;AR500983;100032;OMEGA VERPACKUNG KG;5668,00;Werk Musterhausen
WA300984;26.06.2025;AR500984;100004;PRISMA SYSTEME AG;11416,00;Werk Musterhausen
WA300985;10.06.2025;AR500985;100118;LUPUS PAPIER GMBH;25792,00;Werk Musterhausen
WA300986;11.06.2025;AR500986;100156;KRANICH PAPIER GMBH & CO. KG;32734,00;Werk Musterhausen
WA300987;07.06.2025;AR500987;100046;SÜD KUNSTSTOFF KG;52480,00;Werk Musterhausen
WA300988;01.06.2025;AR500988;100124;MERKUR MASCHINEN KG;54716,00;Werk Musterhausen
WA300989;16.06.2025;AR500989;100143;NOVA WERKSTOFFE KG;9329,00;Werk Musterhausen
WA300990;14.06.2025;AR500990;100037;PACTUM TECHNIK GMBH;7495,00;Werk Musterhausen
WA300991;20.06.2025;AR500991;100076;PACTUM LOGISTIK SE;40396,00;Werk Musterhausen
WA300992;13.06.2025;AR500992;100151;KRONOS KUNSTSTOFF KG;4688,00;Werk Musterhausen
WA300993;23.06.2025;AR500993;100045;HELIOS DRUCK GMBH;11868,00;Werk Musterhausen
WA300994;15.06.2025;AR500994;100138;ALPHA FOLIEN GMBH;53660,00;Werk Musterhausen
WA300995;24.06.2025;AR500995;100104;NORD INDUSTRIEBEDARF GMBH;41751,00;Werk Musterhausen
WA300996;05.06.2025;AR500996;100029;PRISMA WERKSTOFFE SE;39475,00;Werk Musterhausen
WA300997;30.06.2025;AR500997;100043;DELTA BESCHICHTUNG GMBH & CO. KG;41744,00;Werk Musterhausen
WA300998;02.06.2025;AR500998;100105;WEST SYSTEME GMBH & CO. KG;7660,00;Werk Musterhausen
WA300999;17.06.2025;AR500999;100042;ADLER HANDEL GMBH;8458,00;Werk Musterhausen
WA301000;30.06.2025;AR501000;100068;VEGA ETIKETTEN KG;43989,00;Werk Musterhausen
WA301001;29.06.2025;AR501001;100055;ADLER DRUCK KG;16121,00;Werk Musterhausen
WA301002;11.06.2025;AR501002;100043;DELTA BESCHICHTUNG GMBH & CO. KG;25426,00;Werk Musterhausen
WA301003;06.06.2025;AR501003;100078;FALKE SYSTEME GMBH;20953,00;Werk Musterhausen
WA301004;17.06.2025;AR501004;100098;PACTUM FOLIEN AG;3254,00;Werk Musterhausen
WA301005;19.06.2025;AR501005;100012;ATLAS FORMTEILE SE;47069,00;Werk Musterhausen
WA301006;10.06.2025;AR501006;100127;TERRA TECHNIK KG;40929,00;Werk Musterhausen
WA301007;23.06.2025;AR501007;100011;BOREAS BESCHICHTUNG E.K.;34543,00;Werk Musterhausen
WA301008;17.06.2025;AR501008;100044;VEGA FORMTEILE GMBH;38389,00;Werk Musterhausen
WA301009;20.06.2025;AR501009;100153;KRONOS INDUSTRIEBEDARF E.K.;48090,00;Werk Musterhausen
WA301010;13.06.2025;AR501010;100109;SOLUM KARTON GMBH & CO. KG;8249,00;Werk Musterhausen
WA301011;12.06.2025;AR501011;100096;ALPHA SYSTEME E.K.;23259,00;Werk Musterhausen
WA301012;19.06.2025;AR501012;100046;SÜD KUNSTSTOFF KG;23310,00;Werk Musterhausen
WA301013;08.06.2025;AR501013;100157;IRIS DISTRIBUTION GMBH;13121,00;Werk Musterhausen
WA301014;13.06.2025;AR501014;100135;PACTUM KARTON E.K.;45659,00;Werk Musterhausen
WA301015;28.06.2025;AR501015;100073;KRANICH MASCHINEN AG;51307,00;Werk Musterhausen
WA301016;16.06.2025;AR501016;100098;PACTUM FOLIEN AG;27282,00;Werk Musterhausen
WA301017;07.06.2025;AR501017;100098;PACTUM FOLIEN AG;14581,00;Werk Musterhausen
WA301018;25.06.2025;AR501018;100085;WEST LOGISTIK GMBH;20868,00;Werk Musterhausen
WA301019;12.06.2025;AR501019;100009;TITAN TECHNIK GMBH;28723,00;Werk Musterhausen
WA301020;25.07.2025;AR501020;100081;ADLER RECYCLING GMBH;50206,00;Werk Musterhausen
WA301021;13.07.2025;AR501021;100094;SATURN FORMTEILE SE;26961,00;Werk Musterhausen
WA301022;30.07.2025;AR501022;100122;FOKUS SYSTEME GMBH;24203,00;Werk Musterhausen
WA301023;14.07.2025;AR501023;100101;WEST KARTON GMBH;21101,00;Werk Musterhausen
WA301024;22.07.2025;AR501024;100111;PACTUM RECYCLING E.K.;4268,00;Werk Musterhausen
WA301025;26.07.2025;AR501025;100042;ADLER HANDEL GMBH;12523,00;Werk Musterhausen
WA301026;31.07.2025;AR501026;100127;TERRA TECHNIK KG;7260,00;Werk Musterhausen
WA301027;18.07.2025;AR501027;100102;CASTOR FORMTEILE GMBH;10538,00;Werk Musterhausen
WA301028;20.07.2025;AR501028;100010;FOKUS TECHNIK GMBH;43915,00;Werk Musterhausen
WA301029;13.07.2025;AR501029;100124;MERKUR MASCHINEN KG;37704,00;Werk Musterhausen
WA301030;20.07.2025;AR501030;100023;OST PAPIER SE;20027,00;Werk Musterhausen
WA301031;31.07.2025;AR501031;100123;SÜD CHEMIE GMBH & CO. KG;23374,00;Werk Musterhausen
WA301032;28.07.2025;AR501032;100145;ATLAS RECYCLING SE;13938,00;Werk Musterhausen
WA301033;06.07.2025;AR501033;100018;SOLUM RECYCLING AG;16663,00;Werk Musterhausen
WA301034;29.07.2025;AR501034;100144;WEST CHEMIE SE;12854,00;Werk Musterhausen
WA301035;20.07.2025;AR501035;100119;TITAN WERKSTOFFE GMBH & CO. KG;44599,00;Werk Musterhausen
WA301036;19.07.2025;AR501036;100095;KRONOS MASCHINEN SE;25402,00;Werk Musterhausen
WA301037;25.07.2025;AR501037;100016;MERKUR WERKSTOFFE SE;17115,00;Werk Musterhausen
WA301038;22.07.2025;AR501038;100127;TERRA TECHNIK KG;23172,00;Werk Musterhausen
WA301039;18.07.2025;AR501039;100088;NOVA BESCHICHTUNG GMBH;5801,00;Werk Musterhausen
WA301040;06.07.2025;AR501040;100103;IRIS MASCHINEN AG;36693,00;Werk Musterhausen
WA301041;19.07.2025;AR501041;100007;RATIO LOGISTIK GMBH;13944,00;Werk Musterhausen
WA301042;28.07.2025;AR501042;100091;RATIO RECYCLING AG;13251,00;Werk Musterhausen
WA301043;08.07.2025;AR501043;100038;SATURN MASCHINEN GMBH;21470,00;Werk Musterhausen
WA301044;13.07.2025;AR501044;100109;SOLUM KARTON GMBH & CO. KG;8364,00;Werk Musterhausen
WA301045;12.07.2025;AR501045;100156;KRANICH PAPIER GMBH & CO. KG;17698,00;Werk Musterhausen
WA301046;27.07.2025;AR501046;100078;FALKE SYSTEME GMBH;15281,00;Werk Musterhausen
WA301047;22.07.2025;AR501047;100039;IRIS TECHNIK GMBH;51169,00;Werk Musterhausen
WA301048;29.07.2025;AR501048;100063;MERKUR DRUCK SE;25881,00;Werk Musterhausen
WA301049;01.07.2025;AR501049;100024;KRANICH HANDEL GMBH;23458,00;Werk Musterhausen
WA301050;04.07.2025;AR501050;100008;FALKE CHEMIE KG;12039,00;Werk Musterhausen
WA301051;27.07.2025;AR501051;100003;IRIS MASCHINEN KG;7420,00;Werk Musterhausen
WA301052;22.07.2025;AR501052;100105;WEST SYSTEME GMBH & CO. KG;32965,00;Werk Musterhausen
WA301053;27.07.2025;AR501053;100096;ALPHA SYSTEME E.K.;36855,00;Werk Musterhausen
WA301054;06.07.2025;AR501054;100031;RATIO PAPIER KG;16762,00;Werk Musterhausen
WA301055;17.07.2025;AR501055;100025;LUPUS CHEMIE AG;25089,00;Werk Musterhausen
WA301056;06.07.2025;AR501056;100066;SOLUM PAPIER GMBH;14691,00;Werk Musterhausen
WA301057;18.07.2025;AR501057;100137;PRISMA DISTRIBUTION GMBH;27508,00;Werk Musterhausen
WA301058;23.07.2025;AR501058;100039;IRIS TECHNIK GMBH;46792,00;Werk Musterhausen
WA301059;17.07.2025;AR501059;100079;CORVUS KARTON GMBH;12159,00;Werk Musterhausen
WA301060;15.07.2025;AR501060;100145;ATLAS RECYCLING SE;3840,00;Werk Musterhausen
WA301061;18.07.2025;AR501061;100077;KRANICH FORMTEILE E.K.;8182,00;Werk Musterhausen
WA301062;23.07.2025;AR501062;100109;SOLUM KARTON GMBH & CO. KG;51576,00;Werk Musterhausen
WA301063;19.07.2025;AR501063;100107;CASTOR VERPACKUNG AG;43547,00;Werk Musterhausen
WA301064;25.07.2025;AR501064;100040;SOLUM WERKSTOFFE GMBH;15144,00;Werk Musterhausen
WA301065;19.07.2025;AR501065;100039;IRIS TECHNIK GMBH;5258,00;Werk Musterhausen
WA301066;26.07.2025;AR501066;100106;ALPHA RECYCLING AG;17181,00;Werk Musterhausen
WA301067;20.07.2025;AR501067;100076;PACTUM LOGISTIK SE;3195,00;Werk Musterhausen
WA301068;15.07.2025;AR501068;100153;KRONOS INDUSTRIEBEDARF E.K.;19708,00;Werk Musterhausen
WA301069;02.07.2025;AR501069;100156;KRANICH PAPIER GMBH & CO. KG;41676,00;Werk Musterhausen
WA301070;04.07.2025;AR501070;100001;FOKUS KUNSTSTOFF GMBH;9992,00;Werk Musterhausen
WA301071;24.07.2025;AR501071;100111;PACTUM RECYCLING E.K.;38199,00;Werk Musterhausen
WA301072;01.07.2025;AR501072;100083;MERKUR MASCHINEN GMBH;20166,00;Werk Musterhausen
WA301073;24.07.2025;AR501073;100063;MERKUR DRUCK SE;41469,00;Werk Musterhausen
WA301074;15.07.2025;AR501074;100045;HELIOS DRUCK GMBH;32641,00;Werk Musterhausen
WA301075;10.07.2025;AR501075;100087;SOLUM VERPACKUNG GMBH;11084,00;Werk Musterhausen
WA301076;16.07.2025;AR501076;100014;ALPHA HANDEL GMBH;49609,00;Werk Musterhausen
WA301077;17.07.2025;AR501077;100070;ADLER DRUCK GMBH;51748,00;Werk Musterhausen
WA301078;26.07.2025;AR501078;100042;ADLER HANDEL GMBH;4190,00;Werk Musterhausen
WA301079;10.07.2025;AR501079;100006;SÜD DRUCK GMBH;11171,00;Werk Musterhausen
WA301080;09.07.2025;AR501080;100144;WEST CHEMIE SE;50456,00;Werk Musterhausen
WA301081;29.07.2025;AR501081;100031;RATIO PAPIER KG;36123,00;Werk Musterhausen
WA301082;13.07.2025;AR501082;100132;CORVUS CHEMIE KG;54668,00;Werk Musterhausen
WA301083;11.07.2025;AR501083;100038;SATURN MASCHINEN GMBH;47000,00;Werk Musterhausen
WA301084;01.07.2025;AR501084;100014;ALPHA HANDEL GMBH;44089,00;Werk Musterhausen
WA301085;08.07.2025;AR501085;100103;IRIS MASCHINEN AG;29147,00;Werk Musterhausen
WA301086;10.07.2025;AR501086;100005;CORVUS HANDEL KG;25198,00;Werk Musterhausen
WA301087;06.07.2025;AR501087;100037;PACTUM TECHNIK GMBH;9057,00;Werk Musterhausen
WA301088;27.07.2025;AR501088;100067;NOVA DRUCK GMBH;20701,00;Werk Musterhausen
